id,name,host_id,host_name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,beds,price,minimum_nights,number_of_reviews,review_scores_rating,reviews_per_month
197677,Rental unit in Sumida · ★4.77 · 1 bedroom · 2 beds · 1 bath,964081,Yoshimi & Marek,Sumida Ku,35.71707,139.82608,Entire rental unit,Entire home/apt,2,2,12000.0,3,174,4.77,1.16
776070,Home in Kita-ku · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,801494,Kei,Kita Ku,35.73844,139.76917,Private room in home,Private room,1,1,8541.0,3,249,4.98,1.85
905944,Rental unit in Shibuya · ★4.78 · 2 bedrooms · 4 beds · 1 bath,4847803,Best Stay In Tokyo!,Shibuya Ku,35.67878,139.67847,Entire rental unit,Entire home/apt,6,4,27759.0,3,198,4.78,1.52
1016831,Home in Setagaya · ★4.95 · 1 bedroom · 2 beds · 1 shared bath,5596383,Wakana,Setagaya Ku,35.658,139.67134,Private room in home,Private room,2,2,16470.0,30,260,4.95,1.99
3838856,Home in Shinjuku · ★4.89 · 3 bedrooms · 5 beds · 1.5 baths,4626879,Tracey,Shibuya Ku,35.68245,139.69009,Entire home,Entire home/apt,7,5,26775.0,1,220,4.89,1.95
1196177,Home in 足立区 · ★4.75 · 1 bedroom · 1.5 shared baths,5686404,Yukiko,Adachi Ku,35.744730998785165,139.79738412263163,Private room in home,Private room,4,3,6014.0,2,108,4.75,0.85
3845889,Rental unit in Suginami-ku · ★4.86 · 1 bedroom · 1 bed · 1 bath,19089769,Manami,Suginami Ku,35.70679,139.6551,Entire rental unit,Entire home/apt,2,1,12000.0,3,91,4.86,0.97
3846001,Rental unit in Suginami-ku · ★4.92 · Studio · 1 bed · 1 bath,19089769,Manami,Suginami Ku,35.70686575604375,139.6554380782686,Entire rental unit,Entire home/apt,2,1,12000.0,4,133,4.92,1.18
1249571,Home in Shibuya · ★4.97 · 1 bedroom · 1 bed · 1 bath,6809418,Yume,Shibuya Ku,35.65111,139.72165,Entire home,Entire home/apt,3,1,54706.0,7,121,4.97,0.97
3871442,Rental unit in Suginami-ku · ★4.86 · 1 bedroom · 1 bed · 1 bath,18776800,LiveinAsia,Suginami Ku,35.70399,139.59775,Entire rental unit,Entire home/apt,2,1,15000.0,3,36,4.86,0.32
1263000,Home in Setagaya · ★4.80 · 1 bedroom · 2 beds · 1 shared bath,6876728,Haruko,Setagaya Ku,35.60742,139.67616,Private room in home,Private room,1,2,8000.0,2,188,4.8,1.47
3886601,Home in Shibuya · ★4.62 · 3 bedrooms · 6 beds · 1.5 baths,10415965,Azabu,Shibuya Ku,35.64966,139.72181,Entire home,Entire home/apt,8,6,52857.0,7,143,4.62,1.27
1298200,Home in Katsushika · ★4.94 · 2 bedrooms · 4 beds · 2 baths,7740848,K Family,Katsushika Ku,35.73987,139.85176,Entire home,Entire home/apt,4,4,33257.0,10,382,4.94,2.99
3920124,Home in Higashimurayama-shi · ★4.90 · 2 bedrooms · 6 beds · 1 bath,20307199,Hotaka,Higashimurayama Shi,35.76577,139.44678,Entire home,Entire home/apt,4,6,68375.375,1,133,4.9,1.26
3956263,Tiny home in Shibuya · ★4.81 · 2 bedrooms · 3 beds · 1 bath,4847803,Best Stay In Tokyo!,Shibuya Ku,35.67813,139.67913,Tiny home,Entire home/apt,5,3,24200.0,2,138,4.81,1.23
1306664,Rental unit in Shinjuku · ★4.91 · 1 bedroom · 1 bed · 1 bath,7103955,Masaharu,Shinjuku Ku,35.70263,139.74147,Entire rental unit,Entire home/apt,2,1,61429.0,3,202,4.91,1.63
4026948,Home in Shinagawa · ★4.39 · 1 bedroom · 2 beds · 1 private bath,20878710,Daisuke,Shinagawa Ku,35.60033,139.73415,Private room in home,Private room,2,2,6600.0,3,131,4.39,1.17
1394124,Home in Meguro · ★4.79 · 2 bedrooms · 2 beds · 2.5 baths,5710367,David,Meguro Ku,35.62039,139.69983,Entire home,Entire home/apt,10,2,44286.0,2,291,4.79,2.3
1441639,Rental unit in Katsushika · ★4.93 · 1 bedroom · 1.5 baths,7740848,K Family,Katsushika Ku,35.7362,139.85178,Entire rental unit,Entire home/apt,4,3,16857.0,4,326,4.93,2.58
1526132,Rental unit in 新宿区 · ★4.85 · 1 bedroom · 1 shared bath,8142772,Min & Haru,Shinjuku Ku,35.69857,139.704,Private room in rental unit,Private room,2,2,9566.0,2,205,4.85,1.63
4047596,Condo in Shinagawa · ★4.85 · 2 bedrooms · 4 beds · 1.5 baths,6504053,Bryan,Shinagawa Ku,35.62633,139.7235,Entire condo,Entire home/apt,4,4,35000.0,6,228,4.85,2.02
4050925,Home in Taito city · ★4.94 · 2 bedrooms · 1 bath,21004633,Yoshi,Taito Ku,35.71431,139.79885,Entire home,Entire home/apt,8,5,57143.0,2,564,4.94,5.02
1544970,Rental unit in 新宿区 · ★4.86 · 1 bedroom · 1 shared bath,8142772,Min & Haru,Shinjuku Ku,35.69848,139.70432,Private room in rental unit,Private room,2,2,9566.0,2,151,4.86,1.21
1571298,Rental unit in 新宿区 · ★4.82 · 1 bedroom · 8 beds · 1 shared bath,8142772,Min & Haru,Shinjuku Ku,35.69847,139.70433,Shared room in rental unit,Shared room,8,8,7277.0,2,184,4.82,1.47
1574946,Rental unit in 新宿区 · ★4.82 · 1 bedroom · 8 beds · 1 shared bath,8142772,Min & Haru,Shinjuku Ku,35.69848,139.70433,Shared room in rental unit,Shared room,8,8,7203.0,2,156,4.82,1.25
1600454,Home in Setagaya · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,8529477,Mari,Setagaya Ku,35.65897,139.60988,Private room in home,Private room,1,1,4500.0,2,47,4.8,0.38
4141228,Rental unit in Nakano-ku · ★4.72 · 1 bedroom · 1 bed · 1 bath,17736560,タツロウ (Taturo),Nakano Ku,35.73417,139.63328,Entire rental unit,Entire home/apt,2,1,8541.0,3,86,4.72,0.81
1600758,Home in Setagaya City · ★4.95 · 1 bedroom · 1 bed · 1.5 shared baths,8529477,Mari,Setagaya Ku,35.65933,139.60847,Private room in home,Private room,1,1,16470.0,2,21,4.95,0.32
1732795,Home in Katsushika · ★4.90 · 4 bedrooms · 5 beds · 2 baths,7740848,K Family,Katsushika Ku,35.73784,139.85201,Entire home,Entire home/apt,8,5,68375.375,1,356,4.9,2.87
1749157,Home in Ōta-ku · ★4.78 · 6 bedrooms · 9 beds · 2 baths,9203725,Tokyo,Ota Ku,35.58958,139.72636,Entire home,Entire home/apt,16,9,68375.375,2,63,4.78,0.51
4222643,Home in Koto-ku · ★4.94 · 1 bedroom · 1 bath,21769906,Decoboco,Koto Ku,35.6806,139.81931,Entire home,Entire home/apt,3,2,10000.0,1,326,4.94,2.9
4360718,Rental unit in Kita · ★4.48 · 1 bedroom · 5 beds · 1 bath,19152993,Sei,Kita Ku,35.76108,139.71599,Entire rental unit,Entire home/apt,5,5,12629.0,1,218,4.48,1.97
4396219,Rental unit in Suginami-ku · ★4.81 · 1 bedroom · 2 beds · 1 bath,18776800,LiveinAsia,Suginami Ku,35.70399,139.59775,Entire rental unit,Entire home/apt,4,2,15000.0,3,48,4.81,0.43
4396221,Rental unit in Suginami-ku · ★4.63 · 1 bedroom · 1 bed · 1 bath,18776800,LiveinAsia,Suginami Ku,35.70399,139.59775,Entire rental unit,Entire home/apt,3,1,18500.0,3,27,4.63,0.25
4471640,Home in Higashimurayama · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,22643572,Sachiko,Higashimurayama Shi,35.75828,139.48037,Private room in home,Private room,2,2,4329.0,4,13,5.0,0.12
4495014,Rental unit in Kita · ★4.51 · 1 bedroom · 5 beds · 1 bath,19152993,Sei,Kita Ku,35.76108,139.71599,Entire rental unit,Entire home/apt,5,5,13143.0,3,215,4.51,1.97
4540924,Rental unit in Hino-shi · ★4.53 · 1 bedroom · 2 beds · 1 bath,23416902,Naga,Hino Shi,35.68587,139.39428,Entire rental unit,Entire home/apt,2,2,10413.0,5,40,4.53,0.37
4606903,Rental unit in Mitaka-shi · ★5.0 · 1 bedroom · 2 beds · 1 private bath,23871736,Matsuda,Mitaka Shi,35.680981,139.538055,Private room in rental unit,Private room,2,2,37857.0,3,33,5.0,0.36
4616579,Rental unit in Nakano-ku · ★4.82 · 1 bedroom · 1 bed · 1 bath,17736560,タツロウ (Taturo),Nakano Ku,35.73414,139.63305,Entire rental unit,Entire home/apt,2,1,9965.0,3,83,4.82,0.77
4673248,Rental unit in Mitaka-shi · ★4.91 · 2 bedrooms · 4 beds · 2 baths,23871736,Matsuda,Mitaka Shi,35.680981,139.538055,Entire rental unit,Entire home/apt,4,4,40000.0,3,45,4.91,0.42
4690684,Home in Higashimurayama-shi · ★5.0 · 1 bedroom · 1 shared bath,22643572,Sachiko,Higashimurayama Shi,35.75851,139.47982,Private room in home,Private room,2,1,5129.0,4,3,5.0,0.03
4691157,Home in Higashimurayama-shi · ★4.96 · 1 bedroom · 2 beds · 1 shared bath,22643572,Sachiko,Higashimurayama Shi,35.75619,139.48071,Private room in home,Private room,2,2,4800.0,10,23,4.96,0.35
4750169,Rental unit in Hino-city · ★4.45 · 1 bedroom · 2 beds · 1 bath,23416902,Naga,Hino Shi,35.68548,139.39496,Entire rental unit,Entire home/apt,2,2,9963.0,5,44,4.45,0.41
1919541,Home in Shinagawaku · ★4.88 · 1 bedroom · 1 bed · 1.5 shared baths,9951050,Li Eri,Shinagawa Ku,35.61794,139.72313,Private room in home,Private room,1,1,5029.0,1,237,4.88,1.93
4813245,Townhouse in Toshima-ku · ★4.62 · 3 bedrooms · 4 beds · 1 bath,9782688,Kevin,Toshima Ku,35.73055,139.68657,Entire townhouse,Entire home/apt,5,4,31114.0,4,149,4.62,1.38
1997959,Condo in 世田谷区 · ★4.92 · 2 bedrooms · 2 beds · 1 bath,10294366,Ryusuke,Setagaya Ku,35.63858,139.64624,Entire condo,Entire home/apt,10,2,48000.0,2,123,4.92,1.03
4817291,Rental unit in Taito-ku · ★4.95 · 1 bedroom · 2 beds · 1 bath,23595333,Keiko,Taito Ku,35.72804,139.79048,Entire rental unit,Entire home/apt,5,2,17000.0,3,307,4.95,2.85
4825779,Rental unit in Shibuya City · ★4.62 · Studio · 1 bed · 1 bath,24812892,Mao,Shibuya Ku,35.67744,139.68058,Entire rental unit,Entire home/apt,2,1,17429.0,1,299,4.62,2.73
2238472,Home in Shibuya-ku · ★4.94 · 1 bedroom · 2 baths,11430874,Kako & Keiko,Shibuya Ku,35.67191,139.68367,Private room in home,Private room,3,2,39000.0,2,167,4.94,1.41
4842239,Home in 文京区 · ★4.56 · 1 bedroom · 1 bed · 1.5 baths,24087904,Rinrin,Bunkyo Ku,35.72761,139.76383,Entire home,Entire home/apt,3,1,9452.0,1,181,4.56,1.65
2491507,Rental unit in 新宿区 · ★4.77 · 1 bedroom · 8 beds · 1 shared bath,8142772,Min & Haru,Shinjuku Ku,35.69847,139.70433,Shared room in rental unit,Shared room,8,8,7277.0,2,89,4.77,0.75
2602722,Rental unit in 新宿区 · ★4.82 · 1 bedroom · 8 beds · 1 shared bath,8142772,Min & Haru,Shinjuku Ku,35.69848,139.70433,Shared room in rental unit,Shared room,8,8,7277.0,2,175,4.82,1.47
2602791,Rental unit in 新宿区 · ★4.73 · 1 bedroom · 8 beds · 1 shared bath,8142772,Min & Haru,Shinjuku Ku,35.69848,139.70435,Shared room in rental unit,Shared room,8,8,7203.0,2,77,4.73,0.65
2645379,Rental unit in 新宿区 · ★4.76 · 1 bedroom · 8 beds · 1 shared bath,8142772,Min & Haru,Shinjuku Ku,35.69848,139.70433,Shared room in rental unit,Shared room,8,8,7277.0,2,75,4.76,0.63
2803972,Guest suite in Akishima-shi · ★4.78 · 1 bedroom · 1 bed · 1 bath,13465066,Tomoyuki&Maki,Akishima Shi,35.70561,139.37975,Entire guest suite,Entire home/apt,2,1,4600.0,3,36,4.78,0.34
4849854,Villa in Hachioji · ★4.85 · 2 bedrooms · 2 beds · 1 bath,400207807,さやか,Hachioji Shi,35.63738,139.2863,Entire villa,Entire home/apt,6,2,21000.0,2,174,4.85,1.59
4888140,Rental unit in Kita · ★4.43 · 1 bedroom · 5 beds · 1 bath,19152993,Sei,Kita Ku,35.76108,139.71599,Entire rental unit,Entire home/apt,5,5,10879.0,3,219,4.43,2.03
4917347,Rental unit in Katsushika · ★4.93 · 1 bedroom · 5 beds · 1.5 baths,7740848,K Family,Katsushika Ku,35.73816,139.85174,Entire rental unit,Entire home/apt,5,5,24429.0,1,292,4.93,2.69
2839061,Home in Bunkyō-ku · ★4.90 · 1 bedroom · 1 bed · 2 shared baths,4839990,Toshiyuki,Bunkyo Ku,35.72035,139.76445,Private room in home,Private room,2,1,16318.0,4,106,4.9,1.02
4925503,Rental unit in Shibuya-ku · ★4.62 · 1 bedroom · 2 beds · 1 bath,25370510,Mitsuko,Shibuya Ku,35.67923,139.67571,Entire rental unit,Entire home/apt,3,2,13000.0,2,202,4.62,2.16
4925745,Home in Taitou-ku · ★4.93 · 2 bedrooms · 3 beds · 1 bath,23595333,Keiko,Taito Ku,35.72951,139.79137,Entire home,Entire home/apt,6,3,28500.0,2,349,4.93,3.37
4926317,Rental unit in Shibuya-ku · ★4.52 · 1 bedroom · 1 bed · 1 bath,25370510,Mitsuko,Shibuya Ku,35.68068,139.6753,Entire rental unit,Entire home/apt,2,1,15857.0,2,286,4.52,2.63
4926426,Rental unit in Shibuya-ku · ★4.60 · 1 bedroom · 2 beds · 1 bath,25370510,Mitsuko,Shibuya Ku,35.67933,139.67511,Entire rental unit,Entire home/apt,2,2,11543.0,2,239,4.6,2.27
5070495,Rental unit in Nakano-ku · ★4.80 · 1 bedroom · 1 bed · 1 bath,17736560,タツロウ (Taturo),Nakano Ku,35.73496,139.63132,Entire rental unit,Entire home/apt,2,1,9965.0,3,85,4.8,0.79
5080877,Home in Koto-ku · ★4.90 · 1 bedroom · 2 beds · 1 bath,21769906,Decoboco,Koto Ku,35.68162,139.81859,Entire home,Entire home/apt,2,2,6429.0,1,234,4.9,2.16
5128293,Rental unit in 新宿区 · ★4.87 · 1 bedroom · 8 beds · 1 shared bath,8142772,Min & Haru,Shinjuku Ku,35.69872,139.70276,Shared room in rental unit,Shared room,8,8,7277.0,2,165,4.87,1.52
2867835,Rental unit in 足立区 · ★4.30 · 1 bedroom · 3 beds · 1 bath,9360394,Vann Amor,Adachi Ku,35.79124,139.79102,Entire rental unit,Entire home/apt,4,3,14221.0,7,10,4.3,0.09
2883753,Rental unit in 足立区 · ★4.20 · 1 bedroom · 3 beds · 1 bath,9360394,Vann Amor,Adachi Ku,35.791368746081226,139.79204721255772,Entire rental unit,Entire home/apt,4,3,14221.0,7,5,4.2,0.08
2883869,Rental unit in 足立区 · ★4.71 · 1 bedroom · 1 bed · 1 bath,9360394,Vann Amor,Adachi Ku,35.79166,139.79285,Entire rental unit,Entire home/apt,1,1,7373.0,7,7,4.71,0.07
3085134,Home in Shibuya · ★4.74 · 2 bedrooms · 4 beds · 1.5 baths,10415965,Azabu,Shibuya Ku,35.65174,139.72175,Entire home,Entire home/apt,6,4,56429.0,10,143,4.74,1.23
3235958,Rental unit in Itabashi-ku Narimasu · ★4.77 · 1 bedroom · 1 bed · 1 bath,16241464,Kaori,Itabashi Ku,35.78156,139.63309,Entire rental unit,Entire home/apt,2,1,6900.0,1,111,4.77,0.99
5198467,Home in Bunkyō-ku · ★4.80 · 2 bedrooms · 5 beds · 1 bath,25911199,Tomoya,Bunkyo Ku,35.72129,139.76323,Entire home,Entire home/apt,7,5,45000.0,3,56,4.8,0.52
5210118,Rental unit in Shibuya-ku · ★4.47 · Studio · 1 bed · 1 bath,24477517,Naoko,Shibuya Ku,35.66339,139.68741,Entire rental unit,Entire home/apt,4,1,9846.0,2,228,4.47,2.14
5217466,Rental unit in Nakano-ku · ★4.84 · 1 bedroom · 1 bed · 1 bath,17736560,タツロウ (Taturo),Nakano Ku,35.73404,139.63128,Entire rental unit,Entire home/apt,2,1,9152.0,3,104,4.84,0.97
5231172,Home in Bunkyō-ku · ★4.88 · 1 bedroom · 2 beds · 2 shared baths,4839990,Toshiyuki,Bunkyo Ku,35.72257,139.76271,Private room in home,Private room,1,2,15212.0,4,17,4.88,0.16
5240174,Rental unit in Shibuya-ku · ★4.52 · Studio · 1 bed · 1 bath,24477517,Naoko,Shibuya Ku,35.66339,139.68741,Entire rental unit,Entire home/apt,4,1,9264.0,2,195,4.52,1.83
5262640,Rental unit in Nakano-ku · ★4.80 · 1 bedroom · 1 bed · 1 bath,17736560,タツロウ (Taturo),Nakano Ku,35.73445,139.63139,Entire rental unit,Entire home/apt,2,1,8541.0,3,61,4.8,0.57
5262658,Rental unit in Nakano-ku · ★4.84 · 1 bedroom · 1 bed · 1 bath,17736560,タツロウ (Taturo),Nerima Ku,35.73588,139.63159,Entire rental unit,Entire home/apt,2,1,9966.0,3,133,4.84,1.23
3339222,Rental unit in 板橋区成増 · ★4.66 · 1 bedroom · 2 beds · 1 bath,16241464,Kaori,Itabashi Ku,35.77932,139.63338,Entire rental unit,Entire home/apt,2,2,6900.0,1,65,4.66,0.65
3364169,Rental unit in 台東区 · ★4.75 · 1 bedroom · 4 beds · 1 bath,16973429,Hirano San,Taito Ku,35.7223,139.80049,Entire rental unit,Entire home/apt,4,4,13000.0,5,141,4.75,1.23
3372902,Rental unit in Meguro-ku · ★4.59 · 2 bedrooms · 2 beds · 1 bath,17018818,Miri,Meguro Ku,35.61728,139.6679,Entire rental unit,Entire home/apt,2,2,6800.0,2,147,4.59,1.28
5407938,Rental unit in Shinjuku-ku · ★4.94 · 1 bedroom · 4 beds · 1 bath,28035085,Koichi,Shinjuku Ku,35.69346,139.70823,Entire rental unit,Entire home/apt,5,4,25071.0,2,284,4.94,2.66
3409030,Home in Shinjuku · ★4.68 · 1 bedroom · 1 bed · 1.5 baths,17190614,Shu,Shinjuku Ku,35.6989,139.69824,Entire home,Entire home/apt,2,1,25071.0,30,157,4.68,1.36
5410242,Rental unit in Suginami-ku · ★4.87 · 1 bedroom · 2 beds · 1 bath,28045851,Steve,Suginami Ku,35.70055,139.60022,Entire rental unit,Entire home/apt,2,2,9254.0,4,63,4.87,0.65
3427384,Rental unit in Edogawa · ★4.83 · 1 bedroom · 2 beds · 1.5 baths,13018876,Masakatsu,Edogawa Ku,35.68374,139.85971,Entire rental unit,Entire home/apt,3,2,8109.0,2,118,4.83,1.04
3514008,Rental unit in Arakawa-ku · ★4.86 · 1 bedroom · 2 beds · 1.5 baths,17694529,Hisao,Arakawa Ku,35.72672,139.78201,Entire rental unit,Entire home/apt,2,2,2900.0,1,286,4.86,2.6
3563698,Rental unit in Machida · ★4.87 · 1 bedroom · 2 beds · 1 bath,11583876,Ken,Machida Shi,35.58911,139.48023,Entire rental unit,Entire home/apt,2,2,5471.0,5,124,4.87,1.09
3572139,Home in Toshima-ku · ★4.85 · 3 bedrooms · 6 beds · 1 bath,15514130,Tomo,Toshima Ku,35.72784292965493,139.73408415595273,Entire home,Entire home/apt,6,6,30657.0,3,212,4.85,2.08
5464293,Rental unit in Suginami-ku · ★4.43 · Studio · 2 beds · 1.5 baths,28340699,Kimmy And Dee,Suginami Ku,35.70459,139.63712,Entire rental unit,Entire home/apt,4,2,11286.0,2,155,4.43,1.45
5464305,Rental unit in Tokyo-to Suginami-ku · ★4.42 · Studio · 1 bed · 1 bath,28340699,Kimmy And Dee,Suginami Ku,35.70656,139.63583,Entire rental unit,Entire home/apt,2,1,7786.0,2,160,4.42,1.5
3623844,Rental unit in Edogawa · ★4.87 · 1 bedroom · 4 beds · 1.5 baths,13018876,Masakatsu,Edogawa Ku,35.68358,139.85985,Entire rental unit,Entire home/apt,3,4,7468.0,2,85,4.87,0.8
3744742,Rental unit in Kita · ★4.31 · 1 bedroom · 5 beds · 1 bath,19152993,Sei,Kita Ku,35.76108,139.71599,Entire rental unit,Entire home/apt,5,5,10550.0,3,226,4.31,2.02
3775528,Home in Setagaya · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,19358663,Mikako,Setagaya Ku,35.62942,139.63077,Private room in home,Private room,2,1,20338.0,1,88,4.98,0.78
5564391,Home in Nerima · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,28837813,Insta-Homes,Nerima Ku,35.73172,139.66583,Private room in home,Private room,2,1,4707.0,1,207,4.85,2.34
5633430,Rental unit in Nakano-ku · ★4.79 · 1 bedroom · 1 bed · 1 bath,17736560,タツロウ (Taturo),Nerima Ku,35.7359,139.63151,Entire rental unit,Entire home/apt,2,1,10576.0,3,48,4.79,0.45
5641920,Rental unit in Nakano-ku · ★4.80 · 1 bedroom · 1 bed · 1 bath,17736560,タツロウ (Taturo),Nakano Ku,35.7348,139.63141,Entire rental unit,Entire home/apt,2,1,10677.0,3,30,4.8,0.28
5661072,Rental unit in Shinjuku-ku · ★4.42 · 1 bedroom · 3 beds · 1 bath,21504159,Michi,Shinjuku Ku,35.70035,139.6967,Entire rental unit,Entire home/apt,4,3,20929.0,2,153,4.42,1.44
5673677,Home in Setagaya-ku · ★4.99 · 1 bedroom · 2 beds · 1 private bath,15282125,Kanako,Setagaya Ku,35.66432,139.65839,Private room in home,Private room,2,2,13500.0,5,72,4.99,0.71
5738050,Home in Ōta-ku · ★4.86 · 1 bedroom · 4 beds · 1 bath,29758027,Chieko,Ota Ku,35.56976,139.69158,Entire home,Entire home/apt,3,4,5300.0,3,166,4.86,1.56
3793206,Rental unit in 新宿区 · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,8142772,Min & Haru,Shinjuku Ku,35.69847,139.70432,Private room in rental unit,Private room,1,1,9566.0,2,231,4.9,2.03
3793412,Rental unit in 新宿区 · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,8142772,Min & Haru,Shinjuku Ku,35.69848,139.70432,Private room in rental unit,Private room,1,1,8266.0,2,71,4.83,0.62
3814258,Rental unit in Suginami-ku · ★4.70 · 1 bedroom · 3 beds · 1 bath,19611972,岩間,Suginami Ku,35.70293,139.60045,Entire rental unit,Entire home/apt,3,3,8379.0,3,205,4.7,1.83
5815506,Home in Bunkyo City · ★4.89 · 2 bedrooms · 4 beds · 1 shared bath,18289292,武男,Bunkyo Ku,35.71934,139.76508,Private room in home,Private room,3,4,5800.0,3,54,4.89,0.96
5876019,Home in Higashimurayama-shi · ★4.95 · 1 bedroom · 1 bed · 1.5 baths,20307199,Hotaka,Higashimurayama Shi,35.76544,139.44477,Private room in home,Private room,2,1,12143.0,3,77,4.95,0.73
5949669,Hostel in Kōtō-ku · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,30883070,Takeshi,Koto Ku,35.68285,139.81551,Private room in hostel,Private room,3,1,9407.0,1,393,4.59,3.8
5932309,Home in Kita-ku · ★4.69 · 2 bedrooms · 2 beds · 1 bath,30745996,Chie,Kita Ku,35.74408,139.72525,Entire home,Entire home/apt,3,2,12500.0,2,243,4.69,2.31
5936568,Rental unit in Machida · ★4.52 · 1 bedroom · 1 bed · 1 bath,22038803,Suda,Machida Shi,35.56134,139.46284,Entire rental unit,Entire home/apt,2,1,5500.0,5,66,4.52,0.63
5963368,Villa in Nerima-ku · ★4.74 · 1 bedroom · 1 bed · 2 shared baths,29681737,文娟,Nerima Ku,35.7646,139.66835,Private room in villa,Private room,3,1,8800.0,1,42,4.74,0.41
5947917,Home in Taito City · ★4.80 · 1 bedroom · 4 beds · 1 private bath,30879374,Masayasu,Taito Ku,35.720383726628555,139.80487268418074,Private room in home,Private room,4,4,14000.0,1,5,4.8,1.46
5979941,"Home in Kanamachi, · ★4.79 · 2 bedrooms · 4 beds · 1 shared bath",30840659,Guesthouse,Katsushika Ku,35.76776,139.86466,Private room in home,Private room,4,4,11000.0,2,39,4.79,0.37
8995057,Rental unit in Shinjuku-ku · ★4.74 · 1 bedroom · 2 beds · 1 bath,43979015,Ohkubo,Shinjuku Ku,35.70006,139.70599,Entire rental unit,Entire home/apt,4,2,21714.0,2,222,4.74,2.49
8995712,Rental unit in Bunkyō-ku · ★4.95 · 1 bedroom · 2 beds · 1.5 baths,46674978,Namio,Taito Ku,35.71968,139.7652,Entire rental unit,Entire home/apt,2,2,25000.0,1,348,4.95,3.51
6050643,Hut in Higashimurayama-shi · ★4.97 · 2 bedrooms · 2 beds · 1 bath,20307199,Hotaka,Higashimurayama Shi,35.76676,139.44505,Hut,Entire home/apt,9,2,28571.0,2,64,4.97,0.61
6120428,Rental unit in 板橋区 · ★4.94 · 1 bedroom · 2 beds · 1 bath,16362794,Susumu,Itabashi Ku,35.75913,139.68681,Entire rental unit,Entire home/apt,1,2,6757.0,3,185,4.94,1.77
9001233,Home in Tama-shi · ★4.98 · 1 bedroom · 1 private bath,29543799,Satoshi & Hitomi,Tama Shi,35.63905,139.43626,Private room in home,Private room,3,2,4424.0,178,122,4.98,1.24
9006622,Rental unit in Itabashi-ku · ★4.91 · 1 bedroom · 1 bed · 1 bath,22193183,Kyoko,Itabashi Ku,35.74763107299805,139.70321655273438,Entire rental unit,Entire home/apt,3,1,13214.0,4,144,4.91,1.45
9036683,Home in 大田区 · ★4.95 · 1 bedroom · 3 beds · 1 bath,47063863,Masa,Ota Ku,35.59621,139.70935,Entire home,Entire home/apt,3,3,6123.0,3,153,4.95,1.63
6164909,Home in Kita-ku · ★4.27 · 1 bedroom · 1 bed · 2 shared baths,24219962,Hiroya,Kita Ku,35.75788,139.72151,Private room in home,Private room,1,1,6000.0,3,75,4.27,0.71
9081390,Rental unit in Shinjuku-ku · ★4.77 · 1 bedroom · 2 beds · 1 bath,44607845,Shin,Shinjuku Ku,35.68732452392578,139.72152709960938,Entire rental unit,Entire home/apt,4,2,23674.0,4,180,4.77,1.83
9158327,Rental unit in Sumida-ku · ★4.76 · 2 bedrooms · 3 beds · 1 bath,43721134,Shio,Sumida Ku,35.70672,139.81335,Entire rental unit,Entire home/apt,4,3,25857.0,2,140,4.76,1.42
9163537,Rental unit in Itabashi-ku · ★4.97 · 1 bedroom · 1 bed · 1 bath,22193183,Kyoko,Itabashi Ku,35.74768829345703,139.70339965820312,Entire rental unit,Entire home/apt,2,1,12257.0,4,118,4.97,1.2
6214018,Home in Kita-ku · ★4.48 · 1 bedroom · 2 beds · 1.5 shared baths,24219962,Hiroya,Kita Ku,35.75786,139.72151,Private room in home,Private room,2,2,7143.0,3,81,4.48,0.78
6365363,Loft in Sumida-ku · ★4.75 · 1 bedroom · 2 beds · 1 bath,33170407,Hiroyoshi,Sumida Ku,35.71865,139.81069,Entire loft,Entire home/apt,2,2,14286.0,1,56,4.75,0.54
9175436,Home in Sumida · ★4.78 · 2 bedrooms · 8 beds · 2 baths,37087932,Konoha House,Sumida Ku,35.70944,139.80191,Entire home,Entire home/apt,8,8,19414.0,1,258,4.78,2.63
9176301,Villa in Katsushika-ku · ★4.50 · 2 bedrooms · 5 beds · 1 bath,12353736,Takano,Katsushika Ku,35.73541,139.85059,Entire villa,Entire home/apt,8,5,18943.0,1,94,4.5,1.0
6374299,Rental unit in 豊島区 · ★4.57 · 2 bedrooms · 6 beds · 1 bath,30314225,Ryo & Yuri,Toshima Ku,35.73006,139.73093,Entire rental unit,Entire home/apt,6,6,19429.0,3,111,4.57,1.07
6380625,Home in Suginami-ku · ★4.87 · 1 bedroom · 2 beds · 1 bath,33088758,Nayu,Suginami Ku,35.67951,139.64878,Entire home,Entire home/apt,6,2,45000.0,3,160,4.87,1.54
9206226,Home in Nakano-ku  · ★4.88 · 2 bedrooms · 1 bed · 2 shared baths,46900709,Grapehouse Koenji,Nakano Ku,35.71019,139.64929,Shared room in home,Shared room,1,1,4757.0,2,138,4.88,1.44
